Instance,#cols,#rows,D3X_Time,D3XZ_Time,D3X_Sols,D3XZ_Sols,ZDD_Size
latin7-blk-00009.zdd,,,4.0065,,27776,,
latin8-blk-00001.zdd,,,timeout,,,,
latin8-blk-00002.zdd,,,timeout,,,,
latin8-blk-00003.zdd,,,timeout,,,,
latin8-blk-00004.zdd,,,timeout,,,,
latin8-blk-00005.zdd,,,timeout,,,,
latin8-blk-00006.zdd,,,timeout,,,,
latin8-blk-00007.zdd,,,timeout,,,,
latin8-blk-00008.zdd,,,timeout,,,,
latin8-blk-00009.zdd,,,timeout,,,,
latin8-blk-00010.zdd,,,timeout,,,,
latin8-blk-00011.zdd,,,timeout,,,,
latin8-blk-00012.zdd,,,timeout,,,,
latin8-blk-00013.zdd,,,timeout,,,,
latin8-blk-00014.zdd,,,timeout,,,,
latin8-blk-00015.zdd,,,timeout,,,,
meteor.zdd,,,16.1732,,300,,
sppaa01.zdd,,,timeout,,,,
sppaa02.zdd,,,timeout,,,,
sppaa03.zdd,,,timeout,,,,
sppaa04.zdd,,,timeout,,,,
sppaa05.zdd,,,timeout,,,,
sppaa06.zdd,,,timeout,,,,
sppkl01.zdd,,,timeout,,,,
sppkl02.zdd,,,timeout,,,,
sppnw01.zdd,,,timeout,,,,
sppnw02.zdd,,,timeout,,,,
sppnw03.zdd,,,timeout,,,,
sppnw04.zdd,,,timeout,,,,
sppnw05.zdd,,,timeout,,,,
sppnw06.zdd,,,timeout,,,,
sppnw07.zdd,,,timeout,,,,
sppnw08.zdd,,,2.9276,,168255,,
sppnw09.zdd,,,timeout,,,,
sppnw10.zdd,,,4.9570,,193640,,
sppnw11.zdd,,,timeout,,,,
sppnw12.zdd,,,timeout,,,,
sppnw13.zdd,,,timeout,,,,
sppnw14.zdd,,,timeout,,,,
sppnw15.zdd,,,0.0881,,40,,
sppnw16.zdd,,,timeout,,,,
sppnw17.zdd,,,timeout,,,,
sppnw18.zdd,,,timeout,,,,
sppnw19.zdd,,,timeout,,,,
sppnw20.zdd,,,3.1278,,216884,,
sppnw21.zdd,,,2.1199,,110458,,
sppnw22.zdd,,,3.0628,,88884,,
sppnw23.zdd,,,0.4970,,13900,,
sppnw24.zdd,,,2.9924,,168257,,
sppnw25.zdd,,,7.4315,,433645,,
sppnw26.zdd,,,3.3694,,153702,,
sppnw27.zdd,,,3.4333,,264608,,
sppnw28.zdd,,,0.1635,,10122,,
sppnw29.zdd,,,125.0400,,8895932,,
sppnw30.zdd,,,22.4097,,870137,,
sppnw31.zdd,,,19.1015,,704124,,
sppnw32.zdd,,,0.4799,,37003,,
sppnw33.zdd,,,52.7764,,2202891,,
sppnw34.zdd,,,5.1350,,346079,,
sppnw35.zdd,,,5.3194,,106293,,
sppnw36.zdd,,,1.0166,,17223,,
sppnw37.zdd,,,18.6013,,1397617,,
sppnw38.zdd,,,4.1661,,85526,,
sppnw39.zdd,,,8.2258,,411289,,
sppnw40.zdd,,,2.3750,,161720,,
sppnw41.zdd,,,0.7944,,72292,,
sppnw42.zdd,,,3.8225,,49072,,
sppnw43.zdd,,,69.6694,,4660576,,
sppus02.zdd,,,timeout,,,,
sppus03.zdd,,,timeout,,,,
sppus04.zdd,,,timeout,,,,
sts15-blk-00001.zdd,,,0.0532,,576,,
sts15-blk-00002.zdd,,,0.0291,,288,,
sts15-blk-00003.zdd,,,0.0190,,144,,
sts15-blk-00004.zdd,,,0.0192,,144,,
sts15-blk-00005.zdd,,,0.0046 (WARNING: 0 solutions),,0,,
sts15-blk-00006.zdd,,,0.0073,,40,,
sts15-blk-00007.zdd,,,0.0056,,8,,
sts15-blk-00008.zdd,,,0.0073,,40,,
sts15-blk-00009.zdd,,,0.0056,,8,,
sts15-blk-00010.zdd,,,0.0124,,64,,
sts15-blk-00011.zdd,,,0.0048,,8,,
sts15-blk-00012.zdd,,,0.0061,,16,,
sts15-blk-00013.zdd,,,0.0051,,8,,
sts15-blk-00014.zdd,,,0.0020 (WARNING: 0 solutions),,0,,
sts15-blk-00015.zdd,,,0.0007 (WARNING: 0 solutions),,0,,
sts15-blk-00016.zdd,,,0.0007 (WARNING: 0 solutions),,0,,
sts15-blk-00017.zdd,,,0.0056,,16,,
sts15-blk-00018.zdd,,,0.0048,,8,,
sts15-blk-00019.zdd,,,0.0076,,32,,
sts15-blk-00020.zdd,,,0.0085,,28,,
sts15-blk-00021.zdd,,,0.0108,,40,,
sts15-blk-00022.zdd,,,0.0086,,24,,
sts15-blk-00023.zdd,,,0.0085,,20,,
sts15-blk-00024.zdd,,,0.0062,,16,,
sts15-blk-00025.zdd,,,0.0081,,20,,
sts15-blk-00026.zdd,,,0.0108,,40,,
sts15-blk-00027.zdd,,,0.0098,,40,,
sts15-blk-00028.zdd,,,0.0084,,24,,
sts15-blk-00029.zdd,,,0.0084,,16,,
sts15-blk-00030.zdd,,,0.0087,,20,,
sts15-blk-00031.zdd,,,0.0087,,20,,
sts15-blk-00032.zdd,,,0.0086,,24,,
sts15-blk-00033.zdd,,,0.0087,,48,,
sts15-blk-00034.zdd,,,0.0080,,24,,
sts15-blk-00035.zdd,,,0.0106,,48,,
sts15-blk-00036.zdd,,,0.0067,,16,,
sts15-blk-00037.zdd,,,0.0060,,8,,
sts15-blk-00038.zdd,,,0.0047,,8,,
sts15-blk-00039.zdd,,,0.0078,,24,,
sts15-blk-00040.zdd,,,0.0086,,32,,
sts15-blk-00041.zdd,,,0.0045 (WARNING: 0 solutions),,0,,
sts15-blk-00042.zdd,,,0.0090,,24,,
sts15-blk-00043.zdd,,,0.0084,,24,,
sts15-blk-00044.zdd,,,0.0077,,24,,
sts15-blk-00045.zdd,,,0.0086,,20,,
sts15-blk-00046.zdd,,,0.0074,,24,,
sts15-blk-00047.zdd,,,0.0069,,20,,
sts15-blk-00048.zdd,,,0.0077,,28,,
sts15-blk-00049.zdd,,,0.0039 (WARNING: 0 solutions),,0,,
sts15-blk-00050.zdd,,,0.0064,,16,,
sts15-blk-00051.zdd,,,0.0048 (WARNING: 0 solutions),,0,,
sts15-blk-00052.zdd,,,0.0048 (WARNING: 0 solutions),,0,,
sts15-blk-00053.zdd,,,0.0117,,48,,
sts15-blk-00054.zdd,,,0.0087,,20,,
sts15-blk-00055.zdd,,,0.0085,,28,,
sts15-blk-00056.zdd,,,0.0082,,20,,
sts15-blk-00057.zdd,,,0.0096,,24,,
sts15-blk-00058.zdd,,,0.0064,,16,,
sts15-blk-00059.zdd,,,0.0082,,36,,
sts15-blk-00060.zdd,,,0.0053,,16,,
sts15-blk-00061.zdd,,,0.0051,,24,,
sts15-blk-00062.zdd,,,0.0080,,24,,
sts15-blk-00063.zdd,,,0.0242,,192,,
sts15-blk-00064.zdd,,,0.0220,,144,,
sts15-blk-00065.zdd,,,0.0168,,96,,
sts15-blk-00066.zdd,,,0.0265,,288,,
sts15-blk-00067.zdd,,,0.0073,,24,,
sts15-blk-00068.zdd,,,0.0089,,28,,
sts15-blk-00069.zdd,,,0.0085,,16,,
sts15-blk-00070.zdd,,,0.0084,,36,,
sts15-blk-00071.zdd,,,0.0080,,20,,
sts15-blk-00072.zdd,,,0.0067,,16,,
sts15-blk-00073.zdd,,,0.0087,,20,,
sts15-blk-00074.zdd,,,0.0086,,16,,
sts15-blk-00075.zdd,,,0.0081,,20,,
sts15-blk-00076.zdd,,,0.0068,,16,,
sts15-blk-00077.zdd,,,0.0079,,20,,
sts15-blk-00078.zdd,,,0.0079,,20,,
sts15-blk-00079.zdd,,,0.0094,,36,,
sts15-blk-00080.zdd,,,0.0086,,16,,
sts15-blk-00081.zdd,,,0.0093,,20,,
sts15-blk-00082.zdd,,,0.0088,,24,,
sts15-blk-00083.zdd,,,0.0058 (WARNING: 0 solutions),,0,,
sts15-blk-00084.zdd,,,0.0091,,16,,
sts15-blk-00085.zdd,,,0.0073,,32,,
sts15-blk-00086.zdd,,,0.0081,,8,,
sts15-blk-00087.zdd,,,0.0087,,48,,
sts15-blk-00088.zdd,,,0.0073,,16,,
sts15-blk-00089.zdd,,,0.0090,,20,,
sts15-blk-00090.zdd,,,0.0089,,48,,
sts15-blk-00091.zdd,,,0.0082,,24,,
sts15-blk-00092.zdd,,,0.0087,,24,,
sts15-blk-00093.zdd,,,0.0086,,32,,
sts15-blk-00094.zdd,,,0.0070,,8,,
sts15-blk-00095.zdd,,,0.0054,,16,,
sts15-blk-00096.zdd,,,0.0066,,24,,
sts15-blk-00097.zdd,,,0.0070,,12,,
sts15-blk-00098.zdd,,,0.0068,,24,,
sts15-blk-00099.zdd,,,0.0071,,20,,
sts15-blk-00100.zdd,,,0.0073,,28,,
sts15-blk-00101.zdd,,,0.0051,,20,,
sts15-blk-00102.zdd,,,0.0081,,24,,
sts15-blk-00103.zdd,,,0.0053,,8,,
sts15-blk-00104.zdd,,,0.0080,,20,,
sts15-blk-00105.zdd,,,0.0095,,24,,
sts15-blk-00106.zdd,,,0.0078,,20,,
sts15-blk-00107.zdd,,,0.0091,,24,,
sts15-blk-00108.zdd,,,0.0131,,64,,
sts15-blk-00109.zdd,,,0.0080,,32,,
sts15-blk-00110.zdd,,,0.0100,,48,,
sts15-blk-00111.zdd,,,0.0091,,24,,
sts15-blk-00112.zdd,,,0.0063,,16,,
sts15-blk-00113.zdd,,,0.0039 (WARNING: 0 solutions),,0,,
sts15-blk-00114.zdd,,,0.0042 (WARNING: 0 solutions),,0,,
sts15-blk-00115.zdd,,,0.0082,,24,,
sts15-blk-00116.zdd,,,0.0080,,16,,
sts15-blk-00117.zdd,,,0.0036 (WARNING: 0 solutions),,0,,
sts15-blk-00118.zdd,,,0.0034 (WARNING: 0 solutions),,0,,
sts15-blk-00119.zdd,,,0.0060,,16,,
sts15-blk-00120.zdd,,,0.0088,,24,,
sts15-blk-00121.zdd,,,0.0067,,20,,
sts15-blk-00122.zdd,,,0.0061 (WARNING: 0 solutions),,0,,
sts15-blk-00123.zdd,,,0.0038 (WARNING: 0 solutions),,0,,
sts15-blk-00124.zdd,,,0.0042 (WARNING: 0 solutions),,0,,
sts15-blk-00125.zdd,,,0.0055,,16,,
sts15-blk-00126.zdd,,,0.0072,,24,,
sts15-blk-00127.zdd,,,0.0023 (WARNING: 0 solutions),,0,,
sts15-blk-00128.zdd,,,0.0081,,24,,
sts15-blk-00129.zdd,,,0.0095,,40,,
sts15-blk-00130.zdd,,,0.0091,,12,,
sts15-blk-00131.zdd,,,0.0079,,24,,
sts15-blk-00132.zdd,,,0.0094,,28,,
sts15-blk-00133.zdd,,,0.0075,,20,,
sts15-blk-00134.zdd,,,0.0096,,28,,
sts15-blk-00135.zdd,,,0.0088,,28,,
sts15-blk-00136.zdd,,,0.0062,,16,,
sts15-blk-00137.zdd,,,0.0085,,16,,
sts15-blk-00138.zdd,,,0.0082,,20,,
sts15-blk-00139.zdd,,,0.0046 (WARNING: 0 solutions),,0,,
sts15-blk-00140.zdd,,,0.0116,,48,,
sts15-blk-00141.zdd,,,0.0091,,20,,
sts15-blk-00142.zdd,,,0.0085,,20,,
sts15-blk-00143.zdd,,,0.0096,,16,,
sts15-blk-00144.zdd,,,0.0089,,16,,
sts15-blk-00145.zdd,,,0.0089,,24,,
sts15-blk-00146.zdd,,,0.0077,,28,,
sts15-blk-00147.zdd,,,0.0078,,28,,
sts15-blk-00148.zdd,,,0.0082,,28,,
sts15-blk-00149.zdd,,,0.0082,,24,,
sts15-blk-00150.zdd,,,0.0079,,16,,
sts15-blk-00151.zdd,,,0.0075,,28,,
sts15-blk-00152.zdd,,,0.0079,,24,,
sts15-blk-00153.zdd,,,0.0127,,64,,
sts15-blk-00154.zdd,,,0.0104,,40,,
sts15-blk-00155.zdd,,,0.0093,,40,,
sts15-blk-00156.zdd,,,0.0058,,8,,
sts15-blk-00157.zdd,,,0.0075,,24,,
sts19-blk-00001.zdd,,,timeout,,,,
sts19-blk-00002.zdd,,,timeout,,,,
sts19-blk-00003.zdd,,,timeout,,,,
sts19-blk-00004.zdd,,,timeout,,,,
sts19-blk-00005.zdd,,,timeout,,,,
sts19-blk-00006.zdd,,,timeout,,,,
sts19-blk-00007.zdd,,,timeout,,,,
sts19-blk-00008.zdd,,,timeout,,,,
sts19-blk-00009.zdd,,,timeout,,,,
sts19-blk-00010.zdd,,,timeout,,,,
sts19-blk-00011.zdd,,,timeout,,,,
sts19-blk-00012.zdd,,,timeout,,,,
sts19-blk-00013.zdd,,,timeout,,,,
sts19-blk-00014.zdd,,,timeout,,,,
sts19-blk-00015.zdd,,,timeout,,,,
sts19-blk-00016.zdd,,,timeout,,,,
sts19-blk-00017.zdd,,,timeout,,,,
sts19-blk-00018.zdd,,,timeout,,,,
sts19-blk-00019.zdd,,,timeout,,,,
sts19-blk-00020.zdd,,,timeout,,,,
sts19-blk-00021.zdd,,,timeout,,,,
sts19-blk-00022.zdd,,,timeout,,,,
sts19-blk-00023.zdd,,,timeout,,,,
sts19-blk-00024.zdd,,,timeout,,,,
sts19-blk-00025.zdd,,,timeout,,,,
sts19-blk-00026.zdd,,,timeout,,,,
sts19-blk-00027.zdd,,,timeout,,,,
sts19-blk-00028.zdd,,,timeout,,,,
sts19-blk-00029.zdd,,,timeout,,,,
sts19-blk-00030.zdd,,,timeout,,,,
sts19-blk-00031.zdd,,,timeout,,,,
sts19-blk-00032.zdd,,,timeout,,,,
sts19-blk-00033.zdd,,,timeout,,,,
sts19-blk-00034.zdd,,,timeout,,,,
sts19-blk-00035.zdd,,,timeout,,,,
sts19-blk-00036.zdd,,,timeout,,,,
sts19-blk-00037.zdd,,,timeout,,,,
sts19-blk-00038.zdd,,,timeout,,,,
sts19-blk-00039.zdd,,,timeout,,,,
sts19-blk-00040.zdd,,,timeout,,,,
sts19-blk-00041.zdd,,,timeout,,,,
sts19-blk-00042.zdd,,,timeout,,,,
sts19-blk-00043.zdd,,,timeout,,,,
sts19-blk-00044.zdd,,,timeout,,,,
sts19-blk-00045.zdd,,,timeout,,,,
sts19-blk-00046.zdd,,,timeout,,,,
sts19-blk-00047.zdd,,,timeout,,,,
sts19-blk-00048.zdd,,,timeout,,,,
sts19-blk-00049.zdd,,,timeout,,,,
sts19-blk-00050.zdd,,,timeout,,,,
sts19-blk-00051.zdd,,,timeout,,,,
sts19-blk-00052.zdd,,,timeout,,,,
sts19-blk-00053.zdd,,,timeout,,,,
sts19-blk-00054.zdd,,,timeout,,,,
sts19-blk-00055.zdd,,,timeout,,,,
sts19-blk-00056.zdd,,,timeout,,,,
sts19-blk-00057.zdd,,,timeout,,,,
sts19-blk-00058.zdd,,,timeout,,,,
sts19-blk-00059.zdd,,,timeout,,,,
sts19-blk-00060.zdd,,,timeout,,,,
sts19-blk-00061.zdd,,,timeout,,,,
sts19-blk-00062.zdd,,,timeout,,,,
sts19-blk-00063.zdd,,,timeout,,,,
sts19-blk-00064.zdd,,,timeout,,,,
sts19-blk-00065.zdd,,,timeout,,,,
sts19-blk-00066.zdd,,,timeout,,,,
sts19-blk-00067.zdd,,,timeout,,,,
sts19-blk-00068.zdd,,,timeout,,,,
sts19-blk-00069.zdd,,,timeout,,,,
sts19-blk-00070.zdd,,,timeout,,,,
sts19-blk-00071.zdd,,,timeout,,,,
sts19-blk-00072.zdd,,,timeout,,,,
sts19-blk-00073.zdd,,,timeout,,,,
sts19-blk-00074.zdd,,,timeout,,,,
sts19-blk-00075.zdd,,,timeout,,,,
sts19-blk-00076.zdd,,,timeout,,,,
sts19-blk-00077.zdd,,,timeout,,,,
sts19-blk-00078.zdd,,,timeout,,,,
sts19-blk-00079.zdd,,,timeout,,,,
sts19-blk-00080.zdd,,,timeout,,,,
sts19-blk-00081.zdd,,,timeout,,,,
sts19-blk-00082.zdd,,,timeout,,,,
sts19-blk-00083.zdd,,,timeout,,,,
sts19-blk-00084.zdd,,,timeout,,,,
sts19-blk-00085.zdd,,,timeout,,,,
sts19-blk-00086.zdd,,,timeout,,,,
sts19-blk-00087.zdd,,,timeout,,,,
sts19-blk-00088.zdd,,,timeout,,,,
sts19-blk-00089.zdd,,,timeout,,,,
sts19-blk-00090.zdd,,,timeout,,,,
sts19-blk-00091.zdd,,,timeout,,,,
sts19-blk-00092.zdd,,,timeout,,,,
sts19-blk-00093.zdd,,,timeout,,,,
sts19-blk-00094.zdd,,,timeout,,,,
sts19-blk-00095.zdd,,,timeout,,,,
sts19-blk-00096.zdd,,,timeout,,,,
sts19-blk-00097.zdd,,,timeout,,,,
sts19-blk-00098.zdd,,,timeout,,,,
sts19-blk-00099.zdd,,,timeout,,,,
sts19-blk-00100.zdd,,,timeout,,,,
sts19-blk-00101.zdd,,,timeout,,,,
sts19-blk-00102.zdd,,,timeout,,,,
sts19-blk-00103.zdd,,,timeout,,,,
sts19-blk-00104.zdd,,,timeout,,,,
sts19-blk-00105.zdd,,,timeout,,,,
sts19-blk-00106.zdd,,,timeout,,,,
sts19-blk-00107.zdd,,,timeout,,,,
sts19-blk-00108.zdd,,,timeout,,,,
sts19-blk-00109.zdd,,,timeout,,,,
sts19-blk-00110.zdd,,,timeout,,,,
sts19-blk-00111.zdd,,,timeout,,,,
sts19-blk-00112.zdd,,,timeout,,,,
sts19-blk-00113.zdd,,,timeout,,,,
sts19-blk-00114.zdd,,,timeout,,,,
sts19-blk-00115.zdd,,,timeout,,,,
sts19-blk-00116.zdd,,,timeout,,,,
sts19-blk-00117.zdd,,,timeout,,,,
sts19-blk-00118.zdd,,,timeout,,,,
sts19-blk-00119.zdd,,,timeout,,,,
sts19-blk-00120.zdd,,,timeout,,,,
sts19-blk-00121.zdd,,,timeout,,,,
sts19-blk-00122.zdd,,,timeout,,,,
sts19-blk-00123.zdd,,,timeout,,,,
sts19-blk-00124.zdd,,,timeout,,,,
sts19-blk-00125.zdd,,,timeout,,,,
sts19-blk-00126.zdd,,,timeout,,,,
sts19-blk-00127.zdd,,,timeout,,,,
sts19-blk-00128.zdd,,,timeout,,,,
sts19-blk-00129.zdd,,,timeout,,,,
sts19-blk-00130.zdd,,,timeout,,,,
sts19-blk-00131.zdd,,,timeout,,,,
sts19-blk-00132.zdd,,,timeout,,,,
sts19-blk-00133.zdd,,,timeout,,,,
sts19-blk-00134.zdd,,,timeout,,,,
sts19-blk-00135.zdd,,,timeout,,,,
sts19-blk-00136.zdd,,,timeout,,,,
sts19-blk-00137.zdd,,,timeout,,,,
sts19-blk-00138.zdd,,,timeout,,,,
sts19-blk-00139.zdd,,,timeout,,,,
sts19-blk-00140.zdd,,,timeout,,,,
sts19-blk-00141.zdd,,,timeout,,,,
sts19-blk-00142.zdd,,,timeout,,,,
sts19-blk-00143.zdd,,,timeout,,,,
sts19-blk-00144.zdd,,,timeout,,,,
sts19-blk-00145.zdd,,,timeout,,,,
sts19-blk-00146.zdd,,,timeout,,,,
sts19-blk-00147.zdd,,,timeout,,,,
sts19-blk-00148.zdd,,,timeout,,,,
sts19-blk-00149.zdd,,,timeout,,,,
sts19-blk-00150.zdd,,,timeout,,,,
sts19-blk-00151.zdd,,,timeout,,,,
sts19-blk-00152.zdd,,,timeout,,,,
sts19-blk-00153.zdd,,,timeout,,,,
sts19-blk-00154.zdd,,,timeout,,,,
sts19-blk-00155.zdd,,,timeout,,,,
sts19-blk-00156.zdd,,,timeout,,,,
sts19-blk-00157.zdd,,,timeout,,,,
sts19-blk-00158.zdd,,,timeout,,,,
sts19-blk-00159.zdd,,,timeout,,,,
sts19-blk-00160.zdd,,,timeout,,,,
sts19-blk-00161.zdd,,,timeout,,,,
sts19-blk-00162.zdd,,,timeout,,,,
sts19-blk-00163.zdd,,,timeout,,,,
sts19-blk-00164.zdd,,,timeout,,,,
sts19-blk-00165.zdd,,,timeout,,,,
sts19-blk-00166.zdd,,,timeout,,,,
sts19-blk-00167.zdd,,,timeout,,,,
sts19-blk-00168.zdd,,,timeout,,,,
sts19-blk-00169.zdd,,,timeout,,,,
sts19-blk-00170.zdd,,,timeout,,,,
sts19-blk-00171.zdd,,,timeout,,,,
sts19-blk-00172.zdd,,,timeout,,,,
sts19-blk-00173.zdd,,,timeout,,,,
sts19-blk-00174.zdd,,,timeout,,,,
sts19-blk-00175.zdd,,,timeout,,,,
sts19-blk-00176.zdd,,,timeout,,,,
sts19-blk-00177.zdd,,,timeout,,,,
sts19-blk-00178.zdd,,,timeout,,,,
sts19-blk-00179.zdd,,,timeout,,,,
sts19-blk-00180.zdd,,,timeout,,,,
sts19-blk-00181.zdd,,,timeout,,,,
sts19-blk-00182.zdd,,,timeout,,,,
sts19-blk-00183.zdd,,,timeout,,,,
sts19-blk-00184.zdd,,,timeout,,,,
sts19-blk-00185.zdd,,,timeout,,,,
sts19-blk-00186.zdd,,,timeout,,,,
sts19-blk-00187.zdd,,,timeout,,,,
sts19-blk-00188.zdd,,,timeout,,,,
sts19-blk-00189.zdd,,,timeout,,,,
sts19-blk-00190.zdd,,,timeout,,,,
sts19-blk-00191.zdd,,,timeout,,,,
sts19-blk-00192.zdd,,,timeout,,,,
sts19-blk-00193.zdd,,,timeout,,,,
sts19-blk-00194.zdd,,,timeout,,,,
sts19-blk-00195.zdd,,,timeout,,,,
sts19-blk-00196.zdd,,,timeout,,,,
sts19-blk-00197.zdd,,,timeout,,,,
sts19-blk-00198.zdd,,,timeout,,,,
sts19-blk-00199.zdd,,,timeout,,,,
sts19-blk-00200.zdd,,,timeout,,,,
tetrominoes_4x5.zdd,,,0.0359,,454,,
tetrominoes_4x7.zdd,,,0.5313,,9157,,
tetrominoes_6x6.zdd,,,13.3360,,178939,,
tetrominoes_6x8.zdd,,,timeout,,,,
tetrominoes_8x8.zdd,,,timeout,,,,
